url,url_lane,url_primary_cluster,url_keyword_count,url_best_rank,url_best_rank_keyword,url_volume_min_sum,url_volume_max_sum,url_rising_count,url_declining_count,url_stable_count,url_protect_count,url_improve_count,url_opportunity_count,keyword,keyword_cluster,keyword_secondary_clusters,keyword_lane,labels,best_rank,bucket,rank_on_this_url,change_on_this_url,direction_on_this_url,desktop_rank,desktop_change,desktop_direction,desktop_url,mobile_rank,mobile_change,mobile_direction,mobile_url,volume_min,volume_max,engine_url_split,engines_on_this_url,evidence_date
https://bigorange.marketing/,rest-of-site,local-cincinnati,2,9,cincinnati marketing agency,11,60,0,2,0,0,1,1,cincinnati marketing agency,local-cincinnati,,rest-of-site,,9,improve_4_10,9,-1,declining,9,-1,declining,https://bigorange.marketing/,9,-1,declining,https://bigorange.marketing/,11,50,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/,rest-of-site,local-cincinnati,2,9,cincinnati marketing agency,11,60,0,2,0,0,1,1,inbound marketing cincinnati,local-cincinnati,,rest-of-site,,17,opportunity_11_20,17,-4,declining,18,-5,declining,https://bigorange.marketing/,17,-4,declining,https://bigorange.marketing/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/not-lose-seo-when-moving-offices/,rest-of-site,other,1,1,Not Lose SEO When Moving Offices,0,10,0,0,1,1,0,0,Not Lose SEO When Moving Offices,other,,rest-of-site,,1,protect_1_3,1,0,stable,1,0,stable,https://bigorange.marketing/not-lose-seo-when-moving-offices/,1,0,stable,https://bigorange.marketing/not-lose-seo-when-moving-offices/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/best-msp-blog-list-big-orangemarketing/,rest-of-site,msp-it,1,3,Best MSP Blog list,0,10,0,1,0,1,0,0,Best MSP Blog list,msp-it,,rest-of-site,,3,protect_1_3,3,-1,declining,3,-1,declining,https://bigorange.marketing/best-msp-blog-list-big-orangemarketing/,,> -19,declining,,0,10,False,google-en-us,2026-08-14
https://bigorange.marketing/manufacturing-storybrand-website-examples-to-inspire-you/,rest-of-site,manufacturing,1,3,manufacturing storybrand websites,0,10,0,1,0,1,0,0,manufacturing storybrand websites,manufacturing,storybrand,rest-of-site,,3,protect_1_3,3,-1,declining,3,-1,declining,https://bigorange.marketing/manufacturing-storybrand-website-examples-to-inspire-you/,3,-1,declining,https://bigorange.marketing/manufacturing-storybrand-website-examples-to-inspire-you/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/what-is-the-process-plan-of-storybrand/,rest-of-site,storybrand,1,3,What is the process plan of a StoryBrand Website?,11,50,1,0,0,1,0,0,What is the process plan of a StoryBrand Website?,storybrand,,rest-of-site,pillar strategy,3,protect_1_3,3,5,rising,3,5,rising,https://bigorange.marketing/what-is-the-process-plan-of-storybrand/,4,-2,declining,https://bigorange.marketing/what-is-the-process-plan-of-storybrand/,11,50,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/how-to-use-hubspot-for-msps/,rest-of-site,msp-it,1,4,Hubspot for MSPs,0,10,0,0,1,0,1,0,Hubspot for MSPs,msp-it,,rest-of-site,,4,improve_4_10,4,0,stable,4,0,stable,https://bigorange.marketing/how-to-use-hubspot-for-msps/,4,0,stable,https://bigorange.marketing/how-to-use-hubspot-for-msps/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/how-to-create-storybrand-sales-funnel/,rest-of-site,storybrand,1,6,StoryBrand Sales Funnels,0,10,1,0,0,0,1,0,StoryBrand Sales Funnels,storybrand,,rest-of-site,,6,improve_4_10,6,1,rising,6,1,rising,https://bigorange.marketing/how-to-create-storybrand-sales-funnel/,6,2,rising,https://bigorange.marketing/how-to-create-storybrand-sales-funnel/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/is-it-worth-it-to-become-a-storybrand-guide/,rest-of-site,storybrand,1,7,Is it Worth It to Become a StoryBrand Guide?,0,10,0,1,0,0,1,0,Is it Worth It to Become a StoryBrand Guide?,storybrand,,rest-of-site,pillar strategy,7,improve_4_10,7,-1,declining,7,-1,declining,https://bigorange.marketing/is-it-worth-it-to-become-a-storybrand-guide/,7,-1,declining,https://bigorange.marketing/is-it-worth-it-to-become-a-storybrand-guide/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/how-is-a-storybrand-brandscript-used/,rest-of-site,storybrand,1,8,How is a StoryBrand BrandScript Used?,0,10,0,1,0,0,1,0,How is a StoryBrand BrandScript Used?,storybrand,,rest-of-site,pillar strategy,8,improve_4_10,8,-6,declining,8,-6,declining,https://bigorange.marketing/how-is-a-storybrand-brandscript-used/,8,-6,declining,https://bigorange.marketing/how-is-a-storybrand-brandscript-used/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/is-storybrand-free/,rest-of-site,storybrand,1,8,Is StoryBrand Free?,0,10,1,0,0,0,1,0,Is StoryBrand Free?,storybrand,,rest-of-site,pillar strategy,8,improve_4_10,8,> 13,rising,18,> 3,rising,https://bigorange.marketing/storybrand-certified-guide-cost/,8,> 13,rising,https://bigorange.marketing/is-storybrand-free/,0,10,True,google-mobile-en-us,2026-08-14
https://bigorange.marketing/what-are-the-7-steps-of-storybrand/,rest-of-site,storybrand,1,8,What Are the 7 Steps of StoryBrand?,0,10,1,0,0,0,1,0,What Are the 7 Steps of StoryBrand?,storybrand,,rest-of-site,pillar strategy,8,improve_4_10,8,> 13,rising,,> -13,declining,,8,> 13,rising,https://bigorange.marketing/what-are-the-7-steps-of-storybrand/,0,10,False,google-mobile-en-us,2026-08-14
https://bigorange.marketing/7-awesome-msp-story-based-website-examples-to-inspire-you/,rest-of-site,msp-it,1,11,MSP website examples,11,50,0,1,0,0,0,1,MSP website examples,msp-it,,rest-of-site,,11,opportunity_11_20,11,-1,declining,11,-1,declining,https://bigorange.marketing/7-awesome-msp-story-based-website-examples-to-inspire-you/,11,-1,declining,https://bigorange.marketing/7-awesome-msp-story-based-website-examples-to-inspire-you/,11,50,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/what-is-the-purpose-of-storybrand/,rest-of-site,storybrand,1,12,What Is the Purpose of StoryBrand?,0,10,0,1,0,0,0,1,What Is the Purpose of StoryBrand?,storybrand,,rest-of-site,pillar strategy,12,opportunity_11_20,12,-2,declining,12,-2,declining,https://bigorange.marketing/what-is-the-purpose-of-storybrand/,13,-2,declining,https://bigorange.marketing/what-is-the-purpose-of-storybrand/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/what-is-digital-marketing-for-msps/,rest-of-site,msp-it,1,13,What is digital marketing for MSPs?,0,10,0,0,1,0,0,1,What is digital marketing for MSPs?,msp-it,,rest-of-site,msp pillar strategy,13,opportunity_11_20,13,0,stable,15,-2,declining,https://bigorange.marketing/what-is-digital-marketing-for-msps/,13,0,stable,https://bigorange.marketing/what-is-digital-marketing-for-msps/,0,10,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/top-performing-marketing-content-for-it-services/,rest-of-site,msp-it,1,15,Marketing content for IT services,11,50,0,0,1,0,0,1,Marketing content for IT services,msp-it,,rest-of-site,,15,opportunity_11_20,15,0,stable,16,-1,declining,https://bigorange.marketing/top-performing-marketing-content-for-it-services/,15,0,stable,https://bigorange.marketing/top-performing-marketing-content-for-it-services/,11,50,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/google-ads-for-manufacturing-firms/,rest-of-site,manufacturing,1,16,Google Ads for Manufacturing,11,50,0,1,0,0,0,1,Google Ads for Manufacturing,manufacturing,,rest-of-site,,16,opportunity_11_20,16,-3,declining,16,-3,declining,https://bigorange.marketing/google-ads-for-manufacturing-firms/,19,-3,declining,https://bigorange.marketing/google-ads-for-manufacturing-firms/,11,50,False,google-en-us|google-mobile-en-us,2026-08-14
https://bigorange.marketing/top-msp-marketing-agencies/,rest-of-site,msp-it,1,17,msp marketing company,51,100,1,0,0,0,1,0,msp marketing company,msp-it,,rest-of-site,,10,improve_4_10,17,> 4,rising,10,6,rising,https://bigorange.marketing/msp-it-services-marketing-agency/,17,> 4,rising,https://bigorange.marketing/top-msp-marketing-agencies/,51,100,True,google-mobile-en-us,2026-08-14
